0	title	release_year	genre	score	platfor
408	Mega Man 8	1997	Action	6	PlayStatio
409	Big Bass World Championship	1997	Hunting	6	PlayStatio
410	Blast Corps	1997	Action	9	Nintendo 6
411	NBA Live '97	1997	Sports	8	PlayStatio
412	NBA ShootOut '97	1997	Sports	9	PlayStatio
413	Turok: Dinosaur Hunter	1997	Shooter	8.6	Nintendo 6
414	The Crow: City of Angels	1997	Action	1	PlayStatio
415	Star Wars: Dark Forces	1996	Action	5	PlayStatio
416	Tomb Raider -- Featuring Lara Croft	1996	Adventure	9.3	PlayStation,Game Boy Colo
417	Pandemonium	1996	Platformer	6.6	PlayStation,N-Gage,Wireless,iPhon
418	Cool Boarders	1996	Sports	7	PlayStation,PlayStation Portabl
419	NBA In the Zone 2	1996	Sports	9	PlayStatio
420	Street Fighter Alpha 2	1996	Fighting	8.5	PlayStation,Wi
421	TNN Motorsports Hardcore 4X4	1997	Racing	4	PlayStatio
422	Black Dawn	1997	Simulation	7.5	PlayStatio
423	Namco Museum Vol. 3	1997	Action, Compilation	6	PlayStatio
424	Crypt Killer	1997	Action	4	PlayStatio
425	Carnage Heart	1997	Strategy	9.2	PlayStatio
426	Soul Blade	1997	Fighting	8.3	PlayStatio
427	Hi-Octane	1997	Racing	6	PlayStatio
428	Star Wars: Shadows of the Empire	1996	Action	6.5	Nintendo 6
429	Wayne Gretzky's 3D Hockey	1996	Sports	7.1	Nintendo 6
430	Killer Instinct Gold	1996	Fighting	6.5	Nintendo 6
431	Spot Goes to Hollywood	1996	Platformer	3	PlayStatio
432	Space Hulk: Vengeance of the Blood Angels	1996	Action	6	PlayStatio
433	Tekken	1996	Fighting	7.5	PlayStatio
434	VR Soccer '96	1996	Sports	7.7	PlayStatio
435	Top Gun: Fire At Will	1996	Simulation	3	PlayStatio
436	World Cup Golf: Professional Edition	1996	Sports	5	PlayStatio
437	Doraemon Nobita & The 3 Fairy Spirit Stones	1997	Platformer	3	Nintendo 6
438	Xevious 3D/G+	1997	Shooter	8	PlayStatio
439	Thunder Truck Rally	1997	Racing	7	PlayStatio
440	All-Star Baseball '97 Featuring Frank Thomas	1997	Sports	5	PlayStatio
441	War Gods	1997	Fighting	4.3	Nintendo 64,PlayStatio
442	Broken Helix	1997	Action, Adventure	6	PlayStatio
443	Codename: Tenka	1997	Shooter	7	PlayStatio
444	Hexen	1997	Action	5	PlayStation,Nintendo 6
445	Descent Maximum	1997	Action	7.5	PlayStatio
446	The City of Lost Children	1997	Adventure	5	PlayStatio
447	Wing Commander IV: The Price of Freedom	1997	Simulation	4	PlayStatio
448	Overblood	1997	Adventure	6	PlayStatio
449	Wild ARMs	1997	RPG	8	PlayStatio
450	Rage Racer	1997	Racing	7	PlayStatio
451	Star Fox 64	1997	Flight, Action	8.7	Nintendo 64,Wi
452	Swagman	1997	Action	5	PlayStatio
453	Grand Slam	1997	Sports	6	PlayStatio
454	Triple Play '98	1997	Sports	9.2	PlayStatio
455	Norse By Norse West: The Return of the Lost Vikings	1997	Platformer	6	PlayStatio
456	Tail of the Sun	1997	Adventure	7	PlayStatio
457	Goal Storm '97	1997	Sports	6	PlayStatio
458	Sentient [1997]	1997	Adventure	5	PlayStatio
459	Psychic Force	1997	Fighting	5	PlayStatio
460	NHL Powerplay '98	1997	Sports	7	PlayStatio
461	Madden NFL '98	1997	Sports	7	PlayStatio
462	The Lost World: Jurassic Park	1997	Action	5	PlayStatio
463	NFL GameDay 98	1997	Sports	8.8	PlayStatio
464	GoldenEye 007	1997	Shooter	9.7	Nintendo 64,Nintendo DS,Wi
465	Ace Combat 2	1997	Flight, Action	9	PlayStatio
466	Warcraft II: The Dark Saga	1997	Strategy	7	PlayStatio
467	Machine Hunter	1997	Action	5	PlayStatio
468	Tetrisphere	1997	Puzzle	8	Nintendo 6
469	Ogre Battle	1997	Strategy	6	PlayStatio
470	Porsche Challenge	1997	Racing	8	PlayStatio
471	NCAA Football '98	1997	Sports	7	PlayStatio
472	Lethal Enforcers I & II	1997	Action	4	PlayStatio
473	VMX Racing	1997	Racing	5	PlayStatio
474	Duke Nukem 64	1997	Shooter	8	Nintendo 6
475	NBA Live '98	1997	Sports	8	PlayStatio
476	Jet Moto 2	1997	Racing	7	PlayStatio
477	Cool Boarders 2	1997	Sports	7.2	PlayStatio
478	Time Crisis	1997	Action	8	PlayStatio
479	Maximum Force	1997	Shooter	5	PlayStatio
480	Treasures of the Deep	1997	Adventure	8	PlayStatio
481	Discworld II: Mortality Bytes!	1997	Adventure	6	PlayStatio
482	Nuclear Strike	1997	Action	7.6	PlayStation,Nintendo 6
483	NHL FaceOff '98	1997	Sports	8	PlayStatio
484	NASCAR 98	1997	Racing	8	PlayStatio
485	MLB '98	1997	Sports	8	PlayStatio
486	Herc's Adventures	1997	Action	6	PlayStatio
487	Namco Museum Vol. 4	1997	Action, Compilation	6	PlayStatio
488	Syndicate Wars	1997	Shooter	5	PlayStatio
489	Dark Rift	1997	Fighting	5.4	Nintendo 6
490	Hercules	1997	Action	6	PlayStatio
491	Battlesport	1997	Action	6	PlayStatio
492	Darklight Conflict	1997	Action	7	PlayStatio
493	Dynasty Warriors	1997	Fighting	7.8	PlayStation,PlayStation Portabl
494	F1 Pole Position 64	1997	Racing	4.1	Nintendo 6
495	Madden Football 64	1997	Sports	7.8	Nintendo 6
496	1080° Snowboarding	1998	Sports	8.6	Nintendo 64,Wi
497	San Francisco Rush: Extreme Racing	1998	Racing	5	PlayStation,Nintendo 6
498	Judge Dredd	1998	Shooter	2	PlayStation,Wireles
499	Tennis Arena	1998	Sports	5	PlayStatio
500	Rampage: World Tour	1998	Action	4.9	Nintendo 64,PlayStation,PlayStation 
501	Pitfall 3D	1998	Platformer	7	PlayStatio
502	Dragon Ball GT Final Bout	1997	Fighting	3	PlayStatio
503	Mass Destruction	1997	Action	7	PlayStatio
504	Need for Speed: V-Rally	1997	Racing	8	PlayStatio
505	Caesars Palace	1997	Casino	6	PlayStatio
506	Crash Bandicoot 2: Cortex Strikes Back	1997	Platformer	8.5	PlayStatio
507	Colony Wars	1997	Action	9.3	PlayStatio
508	Frogger	1997	Platformer	2	PlayStation,Game.Com,Wireless,Xbox 360,iPhone,Windows Phon
509	Moto Racer	1997	Racing	7.5	PlayStatio
510	Jeopardy! [1998]	1998	Simulation	3.8	Nintendo 64,PlayStation,PC,Game.Co
511	NCAA March Madness '98	1998	Sports	6.5	PlayStatio
512	Shadow Master	1998	Action	4	PlayStatio
513	Oddworld: Abe's Oddysee	1997	Adventure	7.5	PlayStatio
514	NHL '98	1997	Sports	8	PlayStatio
515	Poy Poy	1997	Action	8	PlayStatio
516	Bottom of the 9th '97	1997	Sports	6	PlayStatio
517	Magic: The Gathering -- Battlemage	1997	Strategy	4	PlayStatio
518	Steel Reign	1997	Action	7	PlayStatio
519	Tecmo Stackers	1997	Puzzle	7	PlayStatio
520	Multi Racing Championship	1997	Racing	6.4	Nintendo 6
521	RayStorm	1997	Action	7.5	PlayStatio
522	Battle Arena Toshinden 3	1997	Fighting	6.3	PlayStatio
523	WCW vs. NWO: World Tour	1997	Wrestling	7.5	Nintendo 6
524	Spawn: The Eternal	1997	Action	2	PlayStatio
525	Mortal Kombat Mythologies: Sub-Zero	1997	Platformer	3	Nintendo 64,PlayStatio
526	Wheel of Fortune [1997]	1997	Puzzle	6.4	Nintendo 6
527	Bug Riders	1997	Racing	3	PlayStatio
528	Automobili Lamborghini	1997	Racing	7	Nintendo 6
529	Excalibur 2555 AD	1997	Action	3	PlayStatio
530	Armored Core	1997	Action	8	PlayStatio
531	ClayFighter 63 1/3	1997	Fighting	3.7	Nintendo 6
532	Persona	1997	RPG	7.5	PlayStatio
533	Golden Nugget	1997	Strategy	6	PlayStatio
534	Bushido Blade	1997	Fighting	8.7	PlayStatio
535	Diablo	1998	Action, RPG	7.5	PlayStatio
536	Dead or Alive	1998	Fighting	8.5	PlayStatio
537	Speed Racer	1998	Racing	5	PlayStatio
538	Lode Runner: The Legend Returns	1998	Action	6	PlayStatio
539	Saga Frontier	1998	RPG	7	PlayStatio
540	Rascal	1998	Platformer	2	PlayStatio
541	Quake	1998	Action	8	Nintendo 6
542	ReBoot	1998	Action	7	PlayStatio
543	Snowboard Kids	1998	Sports, Racing	8	Nintendo 6
544	Test Drive 4	1997	Racing	7	PlayStatio
545	Fighting Force	1997	Action	5.5	PlayStatio
546	Jimmy Johnson's VR Football 98	1997	Sports	4	PlayStatio
547	Reel Fishing	1997	Hunting	6	PlayStatio
548	Shipwreckers!	1997	Action	6	PlayStatio
549	Command & Conquer: Red Alert	1997	Strategy	8	PlayStation,iPhone,iPa
550	Street Fighter EX Plus Alpha	1997	Fighting	8.3	PlayStatio
551	Nightmare Creatures	1997	Action	7.8	PlayStation,Nintendo 64,Wireles
552	NBA In the Zone '98	1998	Sports	4.7	Nintendo 6
553	Nagano Winter Olympics '98	1998	Sports	4.2	Nintendo 64,PlayStatio
554	Skullmonkeys	1998	Platformer	6	PlayStatio
555	NBA in the Zone '98	1998	Sports	8	PlayStatio
556	Fighters Destiny	1998	Fighting	8	Nintendo 6
557	NHL Breakaway '98	1997	Sports	7	PlayStation,Nintendo 6
558	Felony 11-79	1997	Racing, Action	7	PlayStatio
559	Arcade's Greatest Hits: The Atari Collection 1	1997	Compilation	7	PlayStatio
560	Tiger Shark	1997	Action	6.5	PlayStatio
561	Final Fantasy VII	1997	RPG	9.5	PlayStation,P
562	International Superstar Soccer 64	1997	Sports	9	Nintendo 6
563	K-1 The Arena Fighters	1997	Fighting	4.5	PlayStatio
564	The Incredible Hulk: The Pantheon Saga	1997	Action	5	PlayStatio
565	Duke Nukem: Total Meltdown	1997	Shooter	7	PlayStatio
566	Bomberman 64	1997	Action	7.6	Nintendo 6
567	Vs.	1997	Fighting	4	PlayStatio
568	AeroFighters Assault	1997	Shooter	5	Nintendo 6
569	Ghost in the Shell	1997	Action	8	PlayStatio
570	Arcade's Greatest Hits: The Midway Collection 2	1997	Action	7	PlayStatio
571	Namco Museum Vol. 5	1997	Action, Compilation	6	PlayStatio
572	Tomb Raider II Starring Lara Croft	1997	Adventure	8	PlayStatio
573	Diddy Kong Racing	1997	Racing, Action	8.4	Nintendo 6
574	G-Police	1997	Action	8	PlayStatio
575	Clock Tower	1997	Adventure	5.5	PlayStatio
576	CART World Series	1997	Racing	7	PlayStatio
577	Bravo Air Race	1997	Racing	4	PlayStatio
578	WCW vs. The World	1997	Wrestling	6	PlayStatio
579	Mace: The Dark Age	1997	Fighting	7.1	Nintendo 6
580	Top Gear Rally	1997	Racing	8.4	Nintendo 64,Game Boy Color,Game Boy Advanc
581	NBA ShootOut '98	1998	Sports	8.8	PlayStatio
582	Yoshi's Story	1998	Platformer	7	Nintendo 64,Wi
583	Klonoa: Door to Phantomile	1998	Platformer	8	PlayStatio
584	Ray Tracers	1998	Action	7	PlayStatio
585	Triple Play '99	1998	Sports	7	PlayStation,P
586	Bloody Roar	1998	Fighting	8	PlayStatio
587	X-Men: Children of the Atom	1998	Fighting	3.5	PlayStatio
588	Extreme-G	1997	Racing	7.9	Nintendo 6
589	NFL Quarterback Club '98	1997	Sports	7.8	Nintendo 6
590	Final Fantasy Tactics	1998	Strategy, RPG	8.5	PlayStatio
591	Monopoly [1998]	1998	Board	3	PlayStatio
592	Auto Destruct	1998	Action	6	PlayStatio
593	Resident Evil 2 [1998]	1998	Action, Adventure	9.3	PlayStation,Game.Com,Nintendo 64,Dreamcast,GameCub
594	Riven: The Sequel to Myst	1998	Adventure	7	PlayStatio
595	WCW Nitro	1998	Wrestling	7	PlayStation,Nintendo 64,P
596	Beast Wars: Transformers	1998	Action	2.3	PlayStatio
597	Red Asphalt	1998	Action	5	PlayStatio
598	Micro Machines V3	1998	Racing	8.7	PlayStation,Game Boy Colo
599	BallBlazer Champions	1997	Sports, Action	6	PlayStatio
600	Fantastic Four	1997	Action	1	PlayStatio
601	FIFA Road to World Cup 98	1997	Sports	8.5	PlayStation,Nintendo 6
602	NCAA GameBreaker '98	1997	Sports	8	PlayStatio
603	MDK	1997	Action	8	PlayStatio
604	NBA Fastbreak '98	1997	Sports	4	PlayStatio
605	Star Wars: Masters of Teras Kasi	1997	Fighting	4	PlayStatio
606	Courier Crisis	1997	Action	3	PlayStatio
607	Monster Rancher	1997	Simulation	9	PlayStatio
608	Castlevania: Symphony of the Night	1997	Action, Adventure	9	PlayStation,Xbox 360,PlayStation 3,PlayStation Portabl
609	Mischief Makers	1997	Platformer	6.2	Nintendo 6
610	Croc: Legend of the Gobbos	1997	Platformer	8	PlayStation,Game Boy Colo
611	Formula 1: Championship Edition	1997	Racing	9	PlayStatio
612	Mega Man X4	1997	Action	7	PlayStatio
613	PGA Tour '98	1997	Sports	7	PlayStatio
614	Resident Evil: Director's Cut	1997	Action, Adventure	8.9	PlayStatio
615	Marvel Super Heroes	1997	Fighting	7	PlayStatio
616	Wayne Gretzky's 3D Hockey '98	1998	Sports	5.8	Nintendo 6
617	Alundra	1998	Action, RPG	8.5	PlayStatio
618	Robotron 64	1998	Action	6.9	Nintendo 6
619	Puyo Puyo Sun64	1997	Puzzle	7.2	Nintendo 6
620	Street Fighter Collection	1997	Fighting, Compilation	7	PlayStatio
621	Chameleon Twist	1997	Platformer	6.5	Nintendo 6
622	One	1997	Action	5	PlayStatio
623	Parappa The Rapper	1997	Music	9	PlayStatio
624	Critical Depth	1997	Action	5	PlayStatio
625	Intelligent Qube	1997	Puzzle	8	PlayStatio
626	Car and Driver Presents Grand Tour Racing 98	1997	Racing	6	PlayStatio
627	Jersey Devil	1998	Platformer	5	PlayStatio
628	Wetrix	1998	Puzzle	8.4	Nintendo 64,P
629	Soviet Strike	1998	Action	8	PlayStatio
630	X-Men vs. Street Fighter	1998	Fighting	6	PlayStatio
631	Quest 64	1998	RPG	5.9	Nintendo 6
632	Road Rash 3D	1998	Racing	5	PlayStatio
633	Vigilante 8	1998	Action	8	PlayStation,Nintendo 64,Game Boy Colo
634	Forsaken 64	1998	Action	8	Nintendo 6
635	Major League Baseball Featuring Ken Griffey Jr.	1998	Sports	7.7	Nintendo 6
636	All-Star Baseball '99	1998	Sports	8.2	Nintendo 6
637	Bust-A-Move 2 Arcade Edition	1998	Puzzle	8	Nintendo 6
638	Aero Gauge	1998	Racing	5.2	Nintendo 6
639	Bio F.R.E.A.K.S.	1998	Fighting	6.5	PlayStation,Nintendo 64,P
640	World Cup 98	1998	Sports	8.8	Nintendo 64,PlayStatio
641	Breath of Fire III	1998	RPG	7.5	PlayStatio
642	Hot Shots Golf	1998	Sports, Action	8	PlayStatio
643	Kobe Bryant in NBA Courtside	1998	Sports	7.8	Nintendo 6
644	Mystical Ninja Starring Goemon	1998	Action, Adventure	7.6	Nintendo 6
645	Theme Hospital	1998	Strategy	7	PlayStatio
646	MLB '99	1998	Sports	7	PlayStatio
647	Blasto	1998	Action	5	PlayStatio
648	Newman Haas Racing	1998	Racing	8	PlayStatio
649	Point Blank	1998	Action	8	PlayStatio
650	Deathtrap Dungeon	1998	Adventure	5	PlayStation,P
651	SWAT 2	1998	Action, Simulation	7	P
652	Batman & Robin	1998	Action	5	PlayStatio
653	SEGA Touring Car Championship	1998	Racing	5	P
654	Fox Sports Golf '99	1998	Sports	6	P
655	Army Men	1998	Action	4	PC,Game Boy Colo
656	Revenge of Arcade	1998	Action	6	P
657	Dominion:  Storm Over Gift 3	1998	Strategy	4	P
658	Addiction Pinball	1998	Pinball	8	P
659	F-1 World Grand Prix	1998	Racing	8.3	Nintendo 64,Dreamcast,P
660	Mission: Impossible	1998	Action	6.6	Nintendo 64,PlayStation,Game Boy Colo
661	NFL Xtreme	1998	Sports, Action	5	PlayStatio
662	Granstream Saga	1998	RPG	6	PlayStatio
663	Forsaken	1998	Action	8	PlayStation,P
664	Grand Theft Auto	1998	Action	6	PlayStation,Game Boy Color,Game Boy Advanc
665	Crime Killer	1998	Action	5	PlayStatio
666	Off-Road Challenge	1998	Racing	2.5	Nintendo 6
667	Banjo-Kazooie	1998	Platformer	9.6	Nintendo 64,Xbox 36
668	Mortal Kombat 4	1998	Fighting	8.8	Nintendo 64,PlayStation,PC,Game Boy Colo
669	Jeremy McGrath Supercross '98	1998	Racing	5	PlayStatio
670	N2O: Nitrous Oxide	1998	Shooter	8	PlayStatio
671	Chopper Attack	1998	Action	5.6	Nintendo 6
672	C: The Contra Adventure	1998	Action	1	PlayStatio
673	Dune 2000	1998	Strategy	5.3	PC,PlayStatio
674	Future Cop: L.A.P.D.	1998	Action	8.3	PlayStation,P
675	M.A.X. 2	1998	Strategy	3.7	P
676	Mega Man Legends	1998	Action, Adventure	8.4	PlayStatio
677	Parasite Eve	1998	RPG	7.4	PlayStatio
678	MechCommander	1998	Strategy	7.8	P
679	Pro Bass Fishing	1998	Hunting	2.9	P
680	WarGames	1998	Strategy	7	P
681	High Heat Baseball 1999	1998	Sports	7	P
682	Flesh Feast	1998	Action	5	P
683	Grim Fandango	1998	Adventure	9.4	P
684	Rally Cross 2	1998	Racing	7.5	PlayStatio
685	Return Fire II	1998	Strategy	7.8	P
686	Hedz	1998	Action	6.5	P
687	Mike Piazza's StrikeZone	1998	Sports	3	Nintendo 6
688	Virtual Chess 64	1998	Board	7.7	Nintendo 6
689	Metal Gear Solid	1998	Action, Adventure	9.8	PlayStation,P
690	NASCAR 99	1998	Racing	7	Nintendo 64,PlayStatio
691	Kagero: Deception II	1998	Strategy	8.5	PlayStatio
692	Red Jack: Revenge of the Brethren	1998	Adventure	7	P
693	Xenogears	1998	RPG	9.5	PlayStatio
694	Deadly Arts	1998	Fighting	3.2	Nintendo 6
695	GT 64 Championship Edition	1998	Racing	3.9	Nintendo 6
696	NFL Blitz [1998]	1998	Sports, Action	9.1	Nintendo 64,PlayStation,P
697	NCAA Football '99	1998	Sports	7	PC,PlayStatio
698	Gex 64: Enter the Gecko	1998	Platformer	5.7	Nintendo 6
699	Incoming	1998	Action	7	PC,Dreamcas
700	HardBall 6	1998	Sports	6	P
701	Urban Assault	1998	Strategy	6.8	P
702	Warhammer: Dark Omen	1998	Strategy	7	P
703	Panzer Commander	1998	Simulation	7	P
704	Icarus: Sanctuary of the Gods	1998	RPG	4	P
705	Rosco McQueen: Firefighter Extreme	1998	Action	4.5	PlayStatio
706	Cool Boarders 3	1998	Sports	6	PlayStatio
707	Trespasser	1998	Action	4.7	P
708	NCAA GameBreaker '99	1998	Sports	8.5	PlayStatio
709	Extreme PaintBrawl	1998	Action	0.7	P
710	Bushido Blade 2	1998	Fighting	7	PlayStatio
711	Front Office Football	1998	Sports, Simulation	8	P
712	NHL '99	1998	Sports	9	PC,Nintendo 64,PlayStatio
713	F-Zero X	1998	Racing	9.1	Nintendo 64,Wi
714	Armored Core: Project Phantasma	1998	Action	7.8	PlayStatio
715	Quake II Mission Pack: Ground Zero	1998	Shooter	7.5	P
716	Star Trek: The Next Generation: Klingon Honor Guard	1998	Shooter	7	P
717	Team Losi RC Racer	1998	Racing	5	PlayStatio
718	Duke Nukem: Time to Kill	1998	Action	8	PlayStatio
719	Knights and Merchants: The Shattered Kingdom	1998	Strategy	5.9	P
720	Iggy's Reckin' Balls	1998	Platformer	6.9	Nintendo 6
721	Independence War	1998	Simulation	8	P
722	Spyro the Dragon	1998	Platformer	9	PlayStation,PlayStation Portable,PlayStation 
723	Tom Clancy's Rainbow Six	1998	Shooter	9.4	PC,Nintendo 64,PlayStation,Game Boy Color,Dreamcas
724	Command & Conquer: Red Alert Retaliation	1998	Strategy	7	PlayStatio
725	Heart of Darkness	1998	Platformer	7.8	PlayStation,P
726	NFL GameDay 99	1998	Sports	6	PC,PlayStatio
727	Pro-Pinball: Timeshock!	1998	Pinball	5	PlayStatio
728	Motocross Madness [1998]	1998	Racing	8	P
729	Sanitarium	1998	Adventure	7	P
730	Peter Jacobsen's Golden Tee Golf	1998	Sports	7.2	P
731	Ultim@te Race Pro	1998	Racing	7	P
732	Nam	1998	Action	3	P
733	Unreal	1998	Shooter	9	P
734	Game, Net & Match	1998	Sports	6	P
735	The Operational Art of War, Vol. 1	1998	Strategy	9	P
736	Might and Magic VI: The Mandate of Heaven	1998	RPG	9	P
737	Test Drive Off-Road 2	1998	Racing	5.8	PlayStation,P
738	Railroad Tycoon II	1998	Strategy	8.9	PC,PlayStatio
739	WCW/NWO Revenge	1998	Wrestling	8	Nintendo 6
740	Rival Schools: United by Fate	1998	Fighting	8	PlayStatio
741	Space Station Silicon Valley	1998	Platformer	9.5	Nintendo 64,Game Boy Colo
742	Cardinal Syn	1998	Fighting	5.5	PlayStatio
743	Need for Speed III: Hot Pursuit	1998	Racing	7.3	PC,PlayStatio
744	Brunswick Circuit Pro Bowling	1998	Sports	6.8	PC,PlayStation,Nintendo 6
745	Redline Racer	1998	Racing	7	P
746	Ninja: Shadow of Darkness	1998	Action	6.5	PlayStatio
747	Caesar III	1998	Strategy	8.7	PC,Macintos
748	Cruis'n World	1998	Racing	6.5	Nintendo 6
749	Running Wild	1998	Racing	6.1	PlayStatio
750	Test Drive 5	1998	Racing	7.5	PlayStation,P
751	Bottom of the 9th '99	1998	Sports	5	PlayStatio
752	Warlords III: Darklords Rising	1998	Strategy	8	P
753	Commandos: Behind Enemy Lines	1998	Strategy	8.2	P
754	Leisure Suit Larry's Casino	1998	Casino	6.2	P
755	Castrol Honda Superbike World Champions	1998	Racing	7.5	P
756	WWF Warzone	1998	Wrestling	8.5	Nintendo 64,PlayStatio
757	Pro Pilot 99	1998	Simulation	5.8	P
758	Body Harvest	1998	Action	8.4	Nintendo 6
759	Madden NFL '99	1998	Sports	8.5	PC,Nintendo 64,PlayStatio
760	MediEvil	1998	Action	7.8	PlayStation,PlayStation Portabl
761	Lemmings and Oh No! More Lemmings	1998	Puzzle	7	PlayStatio
762	Axis & Allies [1998]	1998	Strategy	8.2	P
763	The Game of Life [1998]	1998	Puzzle	7.2	PC,PlayStatio
764	Rogue Trip: Vacation 2012	1998	Action	7.9	PlayStatio
765	S.C.A.R.S.	1998	Racing	6.5	PlayStation,P
766	Bomberman World	1998	Action	7.8	PlayStatio
767	Dragon Seeds	1998	RPG	6.9	PlayStatio
768	Jane's IAF -- Israeli Air Force	1998	Flight, Simulation	7	P
769	iF/A-18 Carrier Strike Fighter	1998	Simulation	6.8	P
770	The Fifth Element	1998	Action	5	PlayStatio
771	Get Medieval	1998	Action	6.1	P
772	Sensible Soccer '98	1998	Sports	4.3	P
773	Wild 9	1998	Action	8.5	PlayStatio
774	TOCA Championship Racing	1998	Racing	8.2	PC,PlayStatio
775	NHL FaceOff '99	1998	Sports	8.8	PlayStatio
776	Pool Hustler	1998	Sports	6.7	PlayStatio
777	Spearhead	1998	Simulation	7	P
778	Activision Classics	1998	Action	2	PlayStatio
779	Starship Titanic	1998	Adventure	4.9	P
780	Tiger Woods '99	1998	Sports	7.8	PC,PlayStatio
781	X-COM: Interceptor	1998	Action	7	P
782	Super B-Daman Battle Phoenix 64	1998	Action	4	Nintendo 6
783	Pokemon Stadium [Japanese Version]	1998	Battle	5	Nintendo 6
784	Waialae Country Club: True Golf Classics	1998	Sports	5.8	Nintendo 6
785	Devil Dice	1998	Puzzle	9	PlayStatio
786	Trap Gunner	1998	Action	8.9	PlayStatio
787	Deep Sea Trophy Fishing	1998	Hunting	1.8	P
788	Unholy War	1998	Strategy	8	PlayStatio
789	Industry Giant [1998]	1998	Strategy	5	P
790	Turbo Prop Racing	1998	Racing	8	PlayStatio
791	Tomba!	1998	Platformer	8.7	PlayStatio
792	Elemental Gearbolt	1998	Action	8.3	PlayStatio
793	Azure Dreams	1998	RPG	7	PlayStation,Game Boy Colo
794	Spice World	1998	Action	2	PlayStatio
795	Gex: Enter the Gecko	1998	Platformer	8	PlayStation,Game Boy Colo
796	Moto Racer 2	1998	Racing	8.7	PlayStation,P
797	Circuit Breakers [1998]	1998	Racing	8	PlayStatio
798	Tenchu: Stealth Assassins	1998	Action	9	PlayStatio
799	G Darius	1998	Shooter	8	PlayStatio
800	Bomberman Hero	1998	Platformer	6	Nintendo 64,Wi
801	Einhander	1998	Shooter	9	PlayStatio
802	Gran Turismo [1998]	1998	Racing	9.5	PlayStatio
803	Tekken 3	1998	Fighting	9.3	PlayStatio
804	Vangers	1998	Action	6.7	P
805	Twisted Edge Extreme Snowboading	1998	Sports	6.8	Nintendo 6
806	Fallout 2	1998	RPG	8.9	PC,Macintos
807	Asteroids	1998	Action	6	PlayStation,P
808	Twisted Metal 3	1998	Action	4	PlayStatio
809	Rush 2: Extreme Racing USA	1998	Racing	8.9	Nintendo 6
810	Small Soldiers	1998	Adventure	7.2	PlayStatio
811	Knife Edge: Nose Gunner	1998	Shooter	4.6	Nintendo 6
812	X Games Pro Boarder	1998	Action	7	PlayStatio
813	Brave Fencer Musashi	1998	Adventure	8.5	PlayStatio
814	Guilty Gear	1998	Fighting	8	PlayStatio
815	NFL Quarterback Club '99	1998	Sports	8.4	Nintendo 6
816	NBA Live '99	1998	Sports	8.6	PC,PlayStation,Nintendo 6
817	Dual Heroes	1998	Fighting	2.8	Nintendo 6
818	Glover	1998	Platformer	8.3	Nintendo 64,PC,PlayStatio
819	Delta Force	1998	Shooter	8.7	PC,Wireles
820	Shogo: Mobile Armor Division	1998	Action	9	P
821	Colony Wars: Vengeance	1998	Action	9.5	PlayStatio
822	VR Baseball 2000	1998	Sports	6	P
823	Rage of Mages	1998	RPG	4.6	P
824	International Superstar Soccer '98	1998	Sports	9.1	Nintendo 6
825	Crash Bandicoot: Warped	1998	Platformer	9.1	PlayStatio
826	WipEout 64	1998	Racing	9.1	Nintendo 6
827	Lucky Luke	1998	Action	4	PlayStatio
828	Thief: The Dark Project	1998	Action	8.9	P
829	FIFA '99	1998	Sports	9	PlayStation,PC,Nintendo 6
830	Turok 2: Seeds of Evil	1998	Shooter	9	Nintendo 64,PC,Game Boy Colo
831	Tomb Raider III: Adventures of Lara Croft	1998	Action	7.7	PC,PlayStatio
832	Kensei: Sacred Fist	1998	Fighting	5.5	PlayStatio
833	The Elder Scrolls Adventures: Redguard	1998	Adventure	7	P
834	Space Bunnies Must Die	1998	Action	6.5	P
835	Star Wars: Rogue Squadron	1998	Flight, Action	8.8	Nintendo 6
836	Roll Away	1998	Puzzle, Action	8.9	PlayStatio
837	O.D.T.: Escape... ...Or Die Trying	1998	Action	5.5	PlayStatio
838	Streak: Hoverboard Racing	1998	Racing	4.5	PlayStatio
839	NHL Breakaway '99	1998	Sports	6	Nintendo 6
840	Milo's Astro Lanes	1998	Action	6.1	Nintendo 6
841	FOX Sports College Hoops '99	1998	Sports	4.8	Nintendo 6
842	Star Wars: Rogue Squadron 3D	1998	Flight, Action	8.3	P
